,Keratinocyte_Cornified,Keratinocyte_Granular,Keratinocyte_Spinous,Keratinocyte_Basal,Melanocyte,Fibroblast_Papillary,Fibroblast_Reticular,Endothelial,Pericyte,Sebocyte,Sweat_Eccrine,Sweat_Apocrine,Hair,Adipocyte,Langerhans,Macrophage,T_Cell,Mast_Cell,Sensory_Corpuscle
WEAK_159,0.005485968195014219,1.5791724178766997,0.015708326559015814,0.5306078474517681,0.25466846260671205,0.013581261225264889,0.015328120614408415,0.010709398075547693,0.010012051848963,0.034281213169779265,0.008932557142395502,0.645999158466241,0.0044497272691268845,0.02448897284508913,0.034894831672263975,0.05388745110348738,0.032026167008245,0.05665069254923002,0.033819777348463254
WEAK_090,0.032802229638259704,3.7105683000685605,0.01779842992421245,0.07696346536414012,0.14248397661522424,0.04073237083330217,0.011461791164027551,0.03560174853339156,0.05546079280471971,1.154826674863391,0.016920373686971107,0.08203388722164288,0.5056724975765436,0.07876401086808744,0.15484678390613338,0.04197747602303766,0.04465201360120233,0.08133067331880563,0.4976112646903024
MRK_Hair_106,0.1918745632027466,0.3294135207974852,0.20888895622281523,0.10074463383083034,0.24096051459725853,0.1280255908117028,0.2256235410543731,0.3032972632617767,0.21753527957992597,0.07687967775233111,0.2972280956657207,0.15802672001540216,0.26494780118906264,0.21624032300607482,0.30863887955747193,0.13246132657608045,0.19560580484174997,0.11228323820657572,0.3122667758294262
MRK_Keratinocyte_Basal_124,0.6754857438399601,1.7189246083584928,0.459009977765638,1.1157592447119984,0.24858783595547426,0.33415153460596714,0.2570358414036932,0.24908570498634333,0.391281392858884,0.40603009749671765,0.17750195506989525,0.052547107560548326,0.22027373377551382,0.29738635587899587,0.16384923749545596,1.0842642823443054,0.4169132740835861,0.3295276876742211,0.28074208168934756
WEAK_020,0.037686018308355045,0.9906549270760537,0.05033430294868897,0.02776095557612736,0.06533653512335909,0.04604511505556254,0.06196766391769657,0.053554231600442634,0.05028933678678025,0.07297576688722318,0.016307577663585093,0.8920899915877525,0.033160918537938504,0.030827910549349503,0.01672046206865875,0.008771650042669317,0.05406054123124442,0.04861478678494069,0.037246470751359624
LIN_keratinocyte_220,0.9209404503090417,1.0079285083422922,0.4171900112108549,0.28764223483434553,0.5812132631639334,0.3478777991223156,0.11908190017386647,0.06826869997771051,0.46905539676347613,0.15641133814947686,0.7233724422335275,0.08256021315424457,0.5054925342692183,0.13831822325804036,0.5321254356218927,0.17482006941152367,0.3186722865218831,0.25832829663449314,0.12899448480100653
WEAK_036,0.49660521204728003,1.9038665408495548,0.032350810704383295,0.07843286585784075,0.04090498425543849,0.026124957447222028,0.019260411575120262,0.021958443934293248,0.04711795468052256,0.01716415908076156,0.08330716344158431,0.016478761205181682,0.029250504028103034,0.07182297397615087,0.02384538782870959,0.03030555336365261,0.054604337496891656,0.03453874894012436,0.10866692551605149
LIN_hair_034,0.3056696191571412,0.23385690230818118,0.4688658832197327,0.21704228036266657,0.15094625456149788,0.14401273864994743,0.10874648621958888,0.14282037665921343,0.10275463507837845,0.2736121934279651,0.22127297797894127,0.05683476327686667,0.32192888185434254,0.1619707791977312,0.3753350687100332,0.2644392751267648,0.21888280394409174,0.3198079566422996,0.1692049365268919
MRK_Keratinocyte_Cornified_067,0.2593362095078771,0.23992541824710673,0.6285989597356663,0.4887565247150219,0.10906512020111826,0.2215053003686519,0.2597283869634147,0.155713869961514,0.2184977095586061,0.38594710542320054,0.20037142235269614,0.21004231887377972,0.22884315841479774,0.23849555915434206,0.26401572982707094,0.2014042391090273,0.1307679117216623,0.24323878816408154,0.22560657280241697
LIN_sensory_056,0.11200410110968219,0.09814065175613813,0.48692719599357487,0.15181607159850666,0.0884468170697737,0.0874054961177629,0.2767237884449215,0.06932222786166392,0.025731021826361354,0.24174146390660703,0.12043191903431397,0.23802145029498006,0.07551563565623196,0.20932914760355611,0.07033105635329562,0.08225696507858617,0.07739408046452805,0.1363371645613035,0.2654837645656871
WEAK_127,0.44457072741007175,0.02031414244238754,1.0320801976930252,0.016257898998363586,0.017431383920203703,0.036133586833976265,0.007146148631516892,0.007649648876836332,0.01687544864954195,0.007441114046326908,0.02826000592341175,0.029544191627326168,0.07637671783080323,0.021984267210080434,0.026842460620630178,0.42302561639923913,0.02301507091593269,0.04707326700187152,0.07811299269522978
WEAK_195,0.030000908063499827,0.03226224327640316,1.3467385510041168,0.013045902788628844,0.018881370600277447,0.024032082671450756,0.026388374543971638,0.02739445960927625,0.039870744477646276,0.08565844792742731,1.17231292402183,0.8746903781827172,0.0290212166600077,0.41458357924062506,0.06830210349898018,0.3491778392124452,0.04117577599489681,0.025313524735090725,0.018194584413796365
WEAK_212,0.029849374806556247,0.05680733259236441,2.0497410331826504,0.028096369681560495,0.7051775258986197,0.014688627191745613,0.022337597507964817,0.04855495299836736,0.053540984749747,0.06901126932473137,0.02193260760002364,1.2384012792037655,0.02783458389126593,0.011747973631251034,0.009456325935147298,0.02472727152233275,0.06834218019824317,1.3170209630184058,0.031688619793171675
MRK_Endothelial_002,0.21572776196961968,0.049846488984762405,0.33361698458434275,0.16507483753786384,0.23042311154422998,0.10857272359607693,0.09195580375785194,0.16497478862109424,0.263557257798355,0.13540945716750785,0.212252282825248,0.1434856129179365,0.22211091815079798,0.11464431736429966,0.069347818026604,0.12339478218546782,0.3136072751827491,0.15461035628772377,0.036416966980617894
WEAK_226,0.047941924925390386,0.018211203280986212,1.545160838593514,0.12133571824853648,0.058995735499584125,0.044635426698451955,0.032627511204235585,0.08368529257922137,0.047686921380446126,0.024532332266956888,0.06127993719443505,0.9800011038146169,0.05950835872365681,0.038598394093772574,0.0646550281491743,1.445964558153318,0.5455895875146979,0.027695202744135256,0.0811192815954058
WEAK_232,0.030429575063528117,0.024824953686657623,6.978065454534209,0.9817391043707453,0.04001189195135459,0.019767995649743148,0.02675403865469891,0.008776832955611366,0.03262016373412729,0.7888527608906241,0.06825224532415201,0.45741195706135834,0.02383641202800818,2.305101894755335,0.07440147202116651,0.03646331825564129,0.06191666930326918,0.05173421705214825,0.02740834791752592
HK_043,2.9718510275399552,2.986258652616348,4.893958086174226,1.3948086937862323,0.8538641775263912,1.178446010842779,3.5889182979290513,1.177798669168612,3.005691148920535,2.3158609798861445,1.2330530839672997,0.8249540084872179,1.503617852564076,3.116063169576532,1.2673646522797626,2.6696035404764253,0.36931667639568105,4.104444273894924,1.6952212679567096
WEAK_063,0.010666141951415352,0.09621285567055465,2.8057329137284768,1.771643473504349,0.029061433668016317,0.023691354229219728,0.071719665661227,0.159001075787461,0.043106060942875044,1.4226251500309262,0.05380166528365015,0.0342052129358844,0.05012348836166939,0.08118827015276939,0.40820907141313084,0.03758715098365846,1.4985763590502215,0.03539983512395995,0.11354038317588533
MRK_Adipocyte_015,0.29559103412513016,0.10794328518792067,0.5396492862339352,0.1014335128321674,0.08830744586838254,0.18543933951608374,0.04337821647485496,0.10042707555883196,0.1502704460768852,0.04118429030692382,0.08987809065301444,0.20932031825094163,0.11276467600020076,0.10036567861403611,0.13167992757593508,0.12079886764272568,0.14368005812510534,0.08307872297572388,0.0844371797085349
LIN_hair_249,2.000960690323039,0.5008737880160459,0.32089702378389706,2.4134303703495052,0.5345246545543723,0.23749884278114608,0.6093465249667832,0.3529544116314817,0.7944518968649878,0.7667256269683761,0.9491733462766939,0.4669233265227508,0.7615002236792533,1.128669684739541,0.49073240335161905,0.298442790549056,0.714220998135768,0.9171733553760348,0.33876246355085954
LIN_keratinocyte_004,0.9887978905187944,0.8818266379389176,1.2144483905695862,2.425648788585883,0.0970938383939998,0.16961630130235156,0.29703732399989713,0.17750999296161524,0.3206962595506043,0.2243206303396517,0.5314177785578488,0.5121397252092429,0.27066548697937876,0.1603720989786675,0.25530242293648775,0.22718235289473054,0.2436799006239577,0.1379582394941132,0.639066830327722
LIN_adipocyte_164,0.23635223837800304,0.040579179521523186,0.25796807659058063,0.5736464027677176,0.07147362607880665,0.4743933470891976,0.3342649996153037,0.09168415028643583,0.11920948703094515,0.0386116632584145,0.30894877607883114,0.09496033119424699,0.12797174140863377,0.345373904505927,0.05455860522618937,0.08845875558713812,0.14842347552810922,0.10629042534978843,0.19797017869821373
WEAK_059,0.031099760973138085,0.018082771110793504,0.0616502528811576,1.4259901016183913,0.029657005460353335,0.05646145982249813,0.015557209292915108,0.04232324455460732,1.4155017829026755,0.043235553663331,0.023357822026263374,0.05815593423436775,0.03357793969444633,0.03517731492887592,0.048403894803824045,0.025996093625358378,0.6091650564417466,0.02008830609161123,0.08726879089181823
LIN_keratinocyte_098,0.28285611770867364,0.5386792577442653,0.4424821668637597,0.6008946147008066,0.49643451413888134,0.13600590340797764,0.514581998807042,0.11187399509486332,0.2729113769545356,0.18565390244197674,0.21924539422544007,0.10197146277634825,0.4079390288871342,0.23295404168599051,0.30274429534988156,0.2165027640343008,0.32514334935214595,0.4539592539715127,0.19758566960644863
WEAK_204,0.47715660710832036,0.020035640293686208,0.05561209272751653,0.9828029803538119,0.0567557910430649,0.012554935629673141,0.029049437652662644,0.0401349090371513,0.025149607441704656,0.03807444160351375,0.026971391825078236,0.03481819841081226,0.0776760929075313,0.01410462217967828,0.050777908885169934,0.09804018791506522,0.03755382533179016,0.07657378192494692,0.03286905121412317
LIN_keratinocyte_172,0.4035118529038167,0.8595589871345981,1.107621306102423,2.1590170115276996,0.16123354395120165,0.32102188845982566,0.23396705002860516,0.29339364419574715,0.11909504292652699,0.4852546974892572,0.20658835777442602,0.14874377130508878,0.629426926249976,0.3672322689143146,0.4175051817288852,0.15944189108327939,0.8324437334448493,0.0894879934383178,0.41635599304551024
LIN_keratinocyte_183,1.2997121346081462,1.3507788037797288,0.5485111129201005,2.004376047302597,0.38426170730374914,0.7640964283430268,1.2729030412391633,0.9199447317106728,0.30443548796057807,0.35634092479041796,0.09431821051545396,0.1257961674417589,0.18259640769488622,0.34259315781693683,0.6410408475236998,0.22516865506728553,0.45792764133905295,0.5609447286034523,1.4533764381568322
WEAK_197,0.04435952971294229,0.011567142823461869,0.0343928345538241,2.8646754449303384,0.02826540927227293,2.2741316465624184,0.045888800576048085,0.046778036850597414,0.13187049229309525,0.03158741676482982,0.022948330779551298,0.08994292454272199,0.2599988485920263,0.018913414971502177,0.038443489888072564,0.046798126663687746,0.0560368002061795,0.04225009161162,0.03547320959846611
MRK_Hair_088,0.12584663495162116,0.402326650591017,0.2686835310536973,1.1327098195727898,0.31150409224399683,0.28959639659074027,0.24468408689306095,0.1383581926935606,0.17001339673539004,0.2860825398255426,0.43206490008557563,0.8241674882438363,0.3904386267765512,0.14016754118016933,0.06633692239590125,0.13964225067227257,0.15735631021422755,0.19169381523580753,0.12927528248052703
WEAK_081,0.7806858023708576,0.032768532501846775,0.07532371725189796,2.2759323236244096,0.056422102454757546,0.05623976078130595,0.05616487952606567,0.09673961383156572,0.009325188291069451,0.013814387232960572,0.01986545150798411,0.045029507737075335,0.02844636660721148,0.04481325320493235,0.08017434164683226,0.4207341059927814,0.08948926531971003,1.0196392593847594,0.03846225135802185
HK_218,1.0974969362207314,0.28859732038389924,0.5057235622760363,7.130631821354004,0.490505945506571,0.36455434765769495,1.0851825793672374,0.339148541749799,0.5502512361275035,0.57559685372002,0.9028979013084206,0.6441223412601794,0.677020734172195,0.3847841522506301,0.19412569381669315,1.7571145175809129,0.770533813102279,0.7296250428161662,0.527437453532289
HK_293,2.5645723046306377,0.6598688906138691,0.4122771065476369,5.989123234009317,0.6533858623453692,0.4171267968319791,0.8700461322146749,0.3041171098638116,0.5496018433220397,0.4690808513648685,0.6525918702922167,0.8452051051245503,0.5583623026238405,0.6953314400972341,0.4566544042785895,0.6160721523547353,0.3255770431958902,0.6373978706980163,0.48161075588172353
MRK_Melanocyte_071,0.35486990211598457,0.4348379487703939,0.4195246904613804,0.27631581894092944,2.7972136361719095,0.4456878831351922,0.551025889073328,1.1161920630924123,0.23623799464180542,0.2816844226914807,0.30562388365334753,0.2835497907390796,0.27116826658123827,0.14739692549637418,0.22079700881779268,0.13435329950016783,0.23476702973244679,0.6022668106438926,0.25502185246579734
MRK_Melanocyte_123,0.16377592074076017,0.193155857424158,0.09674360464158271,0.20491638042319524,0.8765136282688318,0.7885009559060999,0.48952755771736317,0.18817948086589023,0.20178395321263803,0.44062928355516295,0.3215139383759252,0.23476325951131818,0.27926920848981734,0.32977266086562135,0.2178853793623139,0.18913534230438783,0.18641813231594806,0.39785603982550016,0.7113611820428402
MRK_Melanocyte_108,0.3171532327615886,0.14951943775323395,0.08828564267264974,0.29637600721532004,0.7084143590102626,0.11715632922751504,0.10629892024018726,0.21516982015321492,0.09078731193999932,0.31603097849508466,0.5781079898585951,0.4721873067110576,0.4881796591378625,0.1183596201124379,0.5293082171399209,0.11526445915578123,0.31064073240095896,0.20942098578234192,0.1221285091242725
WEAK_153,0.023079259789380007,0.5774984276473218,0.012455485365245478,0.046777889430584606,1.059173782801497,0.03637527923766462,0.041472923521590314,0.025302010566988165,0.01058912038429778,0.04034617725869896,0.03952704488552085,0.5818595258168621,0.07893951789509962,0.01969064595201982,0.01444901975525811,0.015892664474421028,0.028015699917675357,0.015330669672184329,0.024246380481775662
WEAK_155,0.03882295568983796,0.011080561299840907,0.009652733904440214,0.03468026056394864,0.40807848309453765,0.03889685916067918,0.013211141740809486,0.011300392371076998,0.008925075206579338,0.013011945867088856,0.33871782142011114,0.016407679818994412,0.009297975156937819,0.016348505884958342,0.01992456768999875,0.021015297810258845,0.023693792347661252,0.022530247445295744,0.012325934643686674
LIN_melanocyte_023,0.43920457198766494,0.35301810090453467,0.24162792777204692,0.0832263215773529,0.9501153266809594,0.48491608451114915,0.06311160312231874,0.25394163370979395,0.6023873505419677,0.32738950362985936,0.0671439094776693,0.19830192145620357,0.31465051000374916,0.42501309049768204,0.3250716866846123,0.6913649098229391,0.2908041559030984,0.2213317183864948,0.636595461856416
MRK_Melanocyte_022,0.2139695195691074,0.29873263129808764,0.06240873051053134,0.12773192946636416,0.6803752652629851,0.19714994235805294,0.32298783036875883,0.44009057212759706,0.2224139569102246,0.10268701108338146,0.4438607703202782,0.11918017318590642,0.1452483968676805,0.09689456134707751,0.01712220606377119,0.18063564723298353,0.19289778924115097,0.4092633965793681,0.19892843678982475
WEAK_092,0.029250272787848156,0.30827821396533495,0.022196435680878843,0.015094358968091392,0.7406308688742471,0.3392233138750452,0.014531829770352202,0.21203948796291036,0.041628752058837426,0.019863152716189745,0.009053241704100901,0.05255175491113213,0.03758374514732892,0.014756549986760934,0.012223558806011491,0.5736613110820966,0.028329535451672168,0.013124389827575517,0.023219159821389095
LIN_melanocyte_238,0.20097476280982407,0.6560997588888005,0.07848865660466486,0.46039391922991185,1.1036034580657987,0.11354461854577953,0.28694644332595337,0.06613245828502211,1.0539864224351168,0.2902207015356591,0.19887406068249072,0.2830344985871125,0.18064126658901855,0.2642947743467678,1.0551806559604084,0.47302434883481687,0.19008280146170334,0.5915607839970421,0.30332270975498105
LIN_melanocyte_076,0.2269221261152607,0.45091110389371397,0.2069513629215784,0.299541074395127,1.8510379735845603,0.19956215122746546,0.1552160701286828,0.37773771390837657,0.6036804235334712,0.33579329708610106,0.1879491874521389,0.5289371704419599,0.2754644994712996,0.8218889228001345,0.09813967926729732,0.3707217002877245,0.24125728169724453,0.23639245509632936,0.20971089535091786
HK_033,0.3260963608333964,1.1203205443467303,1.4240006453995626,1.5737715608798306,6.010842280469641,0.3771900864522748,4.4021050787677405,0.8867487987586753,1.0163653576650393,2.2309625693079234,2.2266711282517595,0.36537652413310207,1.3304721773563872,1.4778654643792626,1.5222684543082177,0.980742631608559,0.5448281717685266,2.1189401316695253,0.3493969277808976
WEAK_021,0.08053466188486541,0.05332083362551173,0.06754580663039848,0.03161114601847717,6.231067983693267,0.05910680074619666,0.04812418485906658,0.01096793966870485,0.04723520602729085,0.46490513451261617,0.01975144668163751,1.8731601704246192,0.13422951609157233,0.041485947381033436,0.05021006628814499,0.02821150328214204,0.0348052224205226,0.18925323132022007,0.13660203592641168
LIN_fibroblast_108,0.08064664884126331,0.12459553281196252,0.08576987497575216,0.08640602922553019,0.1320198794422453,0.22798671318899463,0.16543925890666664,0.2017171394996651,0.0851859428448854,0.07038073802157105,0.06595329631059797,0.07248121907924536,0.10984928176529198,0.06896307876675309,0.08746104334041732,0.03956212529637029,0.07425618592007285,0.08977878952956858,0.09276332985245532
LIN_fibroblast_190,0.6060380811184489,0.2659978313536034,0.3231994899909925,0.09542198556572674,0.3886611325916186,1.1823161091201722,0.6919327367469417,0.40659978684329506,0.16796433251978138,0.18793198732524513,0.4103310306279592,0.3222281308738533,0.4752619641312331,0.2594116721433252,0.43327698906834633,0.19030044810075422,0.13927120290368947,0.37302313497255046,0.9178975959400736
MRK_Fibroblast_Papillary_007,0.32534730384646315,0.18901266344670145,0.2429039279944222,0.22455178868663792,0.15069344670912674,1.402832495705825,0.7131095234154036,0.0830187053085295,0.02333903596084873,0.1412748895994273,0.24751978689926243,0.06829431528846569,0.156152429399308,0.17164962809241407,0.09273581618131968,0.16255451471374224,0.07221969358804217,0.09515239948206906,0.2893378664450421
LIN_fibroblast_149,0.43378506641198583,0.21731539191945107,0.17858090833427423,0.16675235488288156,0.28468081356652775,1.7987497622456088,0.421233102038356,0.22430539571781571,0.18076477978149588,0.38303871854307436,0.1826884413970765,0.19932847056107023,0.30706751946169764,1.6039619107354268,0.3613934447046572,0.24744872936943665,0.16708325911748695,0.1895512067722643,0.10214607788973337
HK_226,0.854776543284122,0.7110576052090074,0.5372575356979801,0.2931169401413228,0.20005235992605108,1.4370721552333958,0.45771633922102206,1.2486130224510716,0.5254093258148411,0.924907115485645,0.3914725859023721,0.4113146096133656,0.5696006998158741,0.27164846033675694,1.0910826641740177,0.8029524826455078,0.6913582969033722,0.29141382749721506,0.21510902876211835
WEAK_184,0.12923626434705462,0.006606905842686044,0.02983792758149179,0.02153508778047587,0.009091962833073989,1.8149041421003405,0.02451822295176696,0.014252708332412968,0.02011991632531617,0.012399011572249163,0.04799636628750156,0.016050241334420602,0.016930022735744666,0.011039156964135152,0.012940355444233238,0.02287930786680699,0.022197310292592927,0.013636191380715042,0.0343218966547885
WEAK_105,0.3166956729986394,0.010324837529786378,0.051330256838917204,0.010093594118494207,0.012511478821084417,0.6291588745138237,0.006732971660348288,0.01032550945365587,0.013581425560257656,0.04240396673867339,0.014416399984968997,0.012948088898180691,0.01783965260466971,0.0086402764966013,0.015055923804308483,0.01523257659850692,0.016397872313831115,0.030911972190728852,0.11447437394753825
MRK_Fibroblast_Papillary_101,0.525700689957917,0.38849866707456415,0.7400667106847707,0.31824832211667103,0.22487996524001685,5.78787145434997,2.2862258618977083,0.39466274807116464,0.5991391362373447,0.5615730936725651,0.6015554039629266,2.3775505504722307,0.20926491577694906,0.8687414285056756,0.7293890734015398,0.9610628312694112,0.47936350620861207,0.1873664473473691,0.12660448454565576
MRK_Fibroblast_Papillary_127,0.452769378573238,0.10892964861962356,0.1630380576304814,0.28835648152665505,0.36300570544681915,1.6051813639494303,1.2578024248409465,0.12092640704175499,0.24015443243894727,0.34780126287418567,0.31285402355729547,0.1604849676386916,0.28632504630741795,1.3184725245573843,0.2917651537302566,0.24297501175071876,0.28322789046144153,0.19231219817887735,0.20547727018080822
WEAK_223,0.018807285921689246,0.06320656351954301,0.02279261286555355,3.0780426370623637,0.08976479233024005,3.7891968624654524,0.11373712422942432,0.0464377415565447,0.022783805692539183,0.03133567695282722,0.04894964218616728,1.725677989298222,0.062469027041220114,0.04922775604474746,0.5900219939647738,0.4383154643647334,0.0405424607008084,0.04959836216167037,0.03467627877825757
LIN_fibroblast_206,0.26770275117087683,0.16391848328369013,0.16720548114733014,0.1482427176661525,0.16543863969078523,0.23190841474129242,0.935056006034483,0.1582514819148386,0.14726854884936613,0.13024324437898346,0.10804395513171268,0.06414921678692921,0.18339160681733194,0.045976508898933524,0.18634055697113233,0.05304951893221077,0.12625452708100285,0.042683467181223136,0.07799843231663682
LIN_fibroblast_230,0.17328247400180163,0.0910347849652253,0.03799330419110362,0.204294949578732,0.1207980056081371,0.21516663298177868,0.35411547050378384,0.04525177012637198,0.19363590681799697,0.07280957264317149,0.03255228842547985,0.06977410490481317,0.0841840513705819,0.10034121901643202,0.15157415884893594,0.06064284084918382,0.09232077805319809,0.2591100401882802,0.10152872623923297
HK_228,0.5259473226078122,0.2299300662143456,0.990833839181784,0.30946896521957296,1.009367217384524,0.6789393499602844,2.606996923303828,1.221727803910813,0.8223721840651518,0.8081661907585121,0.8124284494199937,1.1788179456030359,1.2954700290934704,0.25849324757734693,1.0627822291429811,0.7434573116950235,1.1613368629407737,0.7125511364139931,1.7408054085503637
WEAK_162,0.016424034632570753,0.017121645391835284,0.037338659705217395,0.029800679947816232,0.04073277643279565,0.06889608560384003,1.3347189428397772,0.06380299440060559,0.03003771978050542,0.028605869002905814,0.2398691731434606,0.02779936702763178,0.026941169410422062,0.03983114159434038,0.04448817429070212,0.01780310809035089,0.014286736388523917,0.042168731435708484,0.06733961997572557
MRK_Fibroblast_Reticular_035,0.9145958702908441,0.48697607429413026,0.8489309933632684,0.9287785190566604,0.8436561304548444,0.5123968974980254,2.2404909524795156,0.26513501669632766,0.8844151146422569,0.6176609796867145,0.45945971711194317,0.8753372368816845,0.39987856889707274,0.5293692437794865,1.1647746520201796,1.0779544958736424,0.5089202605523571,0.646912810168389,0.15632875184121658
LIN_fibroblast_079,1.1940577947016573,0.17896448413416788,0.10366400680006892,0.21615723445658777,0.2511308249305549,0.7585707987066316,2.13139070781422,1.2058177447466831,0.6535880684824104,0.8437909440333758,1.2376376828728664,0.5226689834925815,0.2831256095284567,0.22568674235024777,1.085085954425288,0.8068914237284475,0.2684656071262555,0.41964781885352115,1.1944556474286572
HK_075,0.5973363802166474,0.7119986449766114,1.1669268293138955,1.2593075053669147,0.8249951220427775,1.457307224913584,7.128921044472484,1.6229720475501184,0.8175266534529232,3.3543246051213083,2.6301102372960465,0.508952706157097,0.6123486453235764,0.696329108898068,1.794959122405449,1.353810054935003,1.2070863024886545,1.3217635482205032,0.6873798662817743
LIN_fibroblast_104,0.2986584076406131,0.2674166924226248,0.7003484140224318,0.31137427205840196,0.3201034575531013,1.3663010506492246,2.6372433465535257,0.14230764419258526,0.1434908715173577,0.36827681849048804,0.379066419631147,0.36235815103413127,0.1651008334957589,0.18629294925927556,0.3044292159979792,0.5111138685278326,0.2900344954968456,0.7109546725068707,0.406192408624152
WEAK_185,0.03843712236075026,0.026067667318433737,0.02722954953846327,0.7684408363404465,0.04431204293111317,0.02490842127410122,0.8031106708769756,0.023678716958517806,0.023232423902471912,0.03922817700996566,0.03289202775172839,0.013894356158266773,0.013096126527245216,0.051705382215463634,0.08282189986418981,0.40515704586548756,0.03306917033628921,0.04221650398971329,0.0644621397892181
WEAK_190,0.013045162590974393,0.10175966740093148,0.004478740418747797,0.030691704047128437,0.02366297609273059,0.5724279073499325,1.05702851944637,0.020294457646637794,0.15914882393630916,0.03570867959468942,0.0557253203290813,0.007658035775298957,0.0207699473644994,1.048208833013514,0.3504231968883429,0.05062099980353728,0.01355488820143641,0.014728070051376186,0.020271104175793423
